Year;pop;ISO3166_alpha3;ISO3166_numeric;biodiesel_cons_kbd;biodiesel_cons_kboed;biodiesel_cons_ktoe;biodiesel_cons_pj;biodiesel_prod_kbd;biodiesel_prod_kboed;biodiesel_prod_ktoe;biodiesel_prod_pj;biofuels_cons_ej;biofuels_cons_kbd;biofuels_cons_kboed;biofuels_cons_ktoe;biofuels_cons_mtoe;biofuels_cons_pj;biofuels_prod_kbd;biofuels_prod_kboed;biofuels_prod_ktoe;biofuels_prod_pj;biogeo_ej;biogeo_mtoe;biogeo_twh;co2_mtco2;coalcons_ej;coalcons_mtoe;coalprod_ej;coalprod_mt;coalprod_mtoe;cobalt_kt;elect_twh;electbyfuel_coal;electbyfuel_gas;electbyfuel_oil;ethanol_cons_kbd;ethanol_cons_kboed;ethanol_cons_ktoe;ethanol_cons_pj;ethanol_prod_kbd;ethanol_prod_kboed;ethanol_prod_ktoe;ethanol_prod_pj;gascons_bcfd;gascons_bcm;gascons_ej;gascons_mtoe;gasprod_bcfd;gasprod_bcm;gasprod_ej;gasprod_mtoe;gasreserves_tcm;graphite_kt;hydro_ej;hydro_mtoe;hydro_twh;liqcons_kbd;lithium_kt;nuclear_ej;nuclear_mtoe;nuclear_twh;oilcons_ej;oilcons_kbd;oilcons_mt;oilcons_mtoe;oilprod_crudecond_kbd;oilprod_kbd;oilprod_mt;oilprod_ngl_kbd;oilreserves_bbl;primary_ej;primary_gj_pc;primary_mtoe;rareearths_kt;refcap_kbd;refthru_kbd;ren_power_ej;ren_power_mtoe;ren_power_twh;renewables_ej;renewables_mtoe;solar_ej;solar_mtoe;solar_twh;wind_ej;wind_mtoe;wind_twh
2009;35,333882;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;106,50;0,02;0,49;;;;;43,11;;;;;;;;;;;;2,54;26,21;0,94;22,54;7,41;76,57;2,76;65,84;4,34;;0,00;0,08;0,34;326,53;;0,00;0,00;0,00;0,65;326,53;14,87;15,49;1517,34;1774,86;77,23;257,52;12,20;1,62;45,73;38,59;;554,27;475,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010;35,977451;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;104,44;0,01;0,31;;;;;45,74;;;;;;;;;;;;2,45;25,33;0,91;21,78;7,49;77,40;2,79;66,55;4,34;;0,00;0,04;0,17;329,38;;0,00;0,00;0,00;0,65;329,38;14,98;15,62;1460,78;1689,15;73,78;228,38;12,20;1,58;43,92;37,74;;554,27;548,14;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00
2011;36,661438;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;107,67;0,01;0,28;;;;;53,07;;;;;;;;;;;;2,59;26,80;0,96;23,04;7,70;79,60;2,87;68,44;4,34;;0,00;0,08;0,38;349,47;;0,00;0,00;0,00;0,69;349,47;15,83;16,53;1416,37;1641,50;71,68;225,14;12,20;1,67;45,60;39,93;;652,35;520,49;0,00;0,00;0,02;0,00;0,00;0,00;0,00;0,02;0,00;0,00;0,00
2012;37,383899;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;115,77;0,01;0,29;;;;;57,40;;;;;;;;;;;;2,88;29,87;1,08;25,69;7,57;78,44;2,82;67,45;4,34;;0,00;0,09;0,39;369,84;;0,00;0,00;0,00;0,74;369,84;16,82;17,57;1320,43;1536,81;67,21;216,37;12,20;1,83;48,88;43,65;;652,35;478,49;0,00;0,01;0,03;0,00;0,01;0,00;0,01;0,03;0,00;0,00;0,00
2013;38,140135;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;133,27;0,01;0,16;;;;;59,89;;;;;;;;;;;;3,11;32,12;1,16;27,62;7,68;79,34;2,86;68,22;4,34;;0,00;0,02;0,10;387,41;;0,00;0,00;0,00;0,77;387,41;17,57;18,36;1275,10;1485,23;64,78;210,13;12,20;1,93;50,68;46,17;;646,55;492,13;0,00;0,01;0,03;0,00;0,01;0,00;0,01;0,03;0,00;0,00;0,00
2014;38,923688;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;142,13;0,01;0,18;;;;;64,24;;;;;;;;;;;;3,49;36,09;1,30;31,03;7,76;80,17;2,89;68,94;4,34;;0,00;0,04;0,19;400,61;;0,00;0,00;0,00;0,80;400,61;18,28;19,08;1328,87;1589,09;68,77;260,22;12,20;2,11;54,16;50,35;;650,86;614,80;0,00;0,01;0,06;0,00;0,01;0,00;0,01;0,06;0,00;0,00;0,00
2015;39,72802;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;148,42;0,01;0,13;;;;;68,80;;;;;;;;;;;;3,67;37,92;1,37;32,61;7,88;81,41;2,93;70,00;4,34;;0,00;0,03;0,15;424,98;;0,00;0,00;0,00;0,85;424,98;19,46;20,31;1289,88;1557,67;67,23;267,79;12,20;2,22;55,95;53,09;;650,86;590,54;0,00;0,02;0,08;0,00;0,02;0,00;0,01;0,06;0,00;0,00;0,02
2016;40,551398;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;147,22;0,00;0,05;;;;;71,00;;;;;;;;;;;;3,72;38,60;1,39;33,19;8,82;91,39;3,29;78,58;4,34;;0,00;0,02;0,07;412,41;;0,00;0,00;0,00;0,83;412,41;18,92;19,74;1315,78;1577,00;68,42;261,22;12,20;2,22;54,77;53,05;;650,86;584,18;0,00;0,06;0,26;0,00;0,06;0,00;0,05;0,25;0,00;0,00;0,02
2017;41,389174;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;149,37;0,01;0,18;;;;;76,02;;;;;;;;;;;;3,82;39,46;1,42;33,93;9,00;92,98;3,35;79,95;4,34;;0,00;0,01;0,06;407,74;;0,00;0,00;0,00;0,81;407,74;18,57;19,39;1286,71;1540,33;66,65;253,61;12,20;2,25;54,25;53,63;;657,00;572,68;0,00;0,11;0,52;0,00;0,11;0,00;0,11;0,50;0,00;0,00;0,02
2018;42,228415;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;156,68;0,02;0,50;;;;;76,66;;;;;;;;;;;;4,20;43,41;1,56;37,32;9,08;93,84;3,38;80,69;4,34;;0,00;0,03;0,12;415,84;;0,00;0,00;0,00;0,83;415,84;18,88;19,72;1258,84;1510,51;65,33;251,67;12,20;2,42;57,21;57,70;;657,00;600,74;0,01;0,13;0,61;0,01;0,13;0,01;0,13;0,60;0,00;0,00;0,01
2019;43,053054;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;160,90;0,02;0,41;;;;;81,53;;;;;;;;;;;;4,37;45,14;1,63;38,81;8,41;86,95;3,13;74,77;4,34;;0,00;0,03;0,15;430,24;;0,00;0,00;0,00;0,85;430,24;19,53;20,38;1239,20;1486,62;64,33;247,41;12,20;2,50;58,13;59,77;;657,00;569,43;0,01;0,13;0,63;0,01;0,13;0,01;0,13;0,62;0,00;0,00;0,01
2020;43,851043;DZA;12,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;148,57;0,02;0,41;;;;;78,77;;;;;;;;;;;;4,16;43,08;1,55;37,04;7,86;81,46;2,93;70,04;2,28;;0,00;0,01;0,05;366,29;;0,00;0,00;0,00;0,72;366,29;16,55;17,30;1098,35;1331,91;57,60;233,55;12,20;2,30;52,42;54,90;;657,00;557,10;0,01;0,13;0,61;0,01;0,13;0,01;0,13;0,60;0,00;0,00;0,01
1965;5,770573;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,30;0,66;;;;;;;;;;;;;;;;;;;
1966;5,781305;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,81;0,63;;;;;;;;;;;;;;;;;;;
1967;5,77444;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,90;0,54;;;;;;;;;;;;;;;;;;;
1968;5,771973;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,18;0,75;;;;;;;;;;;;;;;;;;;
1969;5,803677;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,90;2,46;;;;;;;;;;;;;;;;;;;
1970;5,89036;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102,83;5,07;;;;;;;;;;;;;;;;;;;
1971;6,041239;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;116,14;5,72;;;;;;;;;;;;;;;;;;;
1972;6,248965;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;142,88;7,06;;;;;;;;;;;;;;;;;;;
1973;6,497283;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;165,96;8,18;;;;;;;;;;;;;;;;;;;
1974;6,761623;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;173,39;8,54;;;;;;;;;;;;;;;;;;;
1975;7,023994;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158,17;7,79;;;;;;;;;;;;;;;;;;;
1976;7,27963;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;153,14;7,56;;;;;;;;;;;;;;;;;;;
1977;7,533814;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;143,37;7,06;;;;;;;;;;;;;;;;;;;
1978;7,790774;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131,33;6,47;;;;;;;;;;;;;;;;;;;
1979;8,058112;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146,17;7,20;;;;;;;;;;;;;;;;;;;
1980;8,34129;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150,39;7,43;;1,38;;;;;;;;;;;;;;;;;
1981;8,640478;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;145,32;7,16;;1,11;;;;;;;;;;;;;;;;;
1982;8,952971;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130,13;6,41;;1,46;;;;;;;;;;;;;;;;;
1983;9,278104;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178,45;8,79;;1,72;;;;;;;;;;;;;;;;;
1984;9,614756;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;203,96;10,07;;2,15;;;;;;;;;;;;;;;;;
1985;9,961993;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;232,49;11,45;;2,02;;;;;;;;;;;;;;;;;
1986;10,320116;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;282,72;13,93;;1,40;;;;;;;;;;;;;;;;;
1987;10,689247;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;355,40;17,51;;2,00;;;;;;;;;;;;;;;;;
1988;11,068051;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;451,89;22,32;;2,00;;;;;;;;;;;;;;;;;
1989;11,454784;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;459,66;22,64;;2,07;;;;;;;;;;;;;;;;;
1990;11,848385;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;474,65;23,38;;1,63;;;;;;;;;;;;;;;;;
1991;12,248901;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;497,67;24,51;;1,45;;;;;;;;;;;;;;;;;
1992;12,657361;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;549,74;27,15;;1,33;;;;;;;;;;;;;;;;;
1993;13,075044;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;503,68;24,81;;1,90;;;;;;;;;;;;;;;;;
1994;13,503753;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;556,74;27,42;;2,97;;;;;;;;;;;;;;;;;
1995;13,945205;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;632,85;31,17;;3,13;;;;;;;;;;;;;;;;;
1996;14,400722;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;715,98;35,36;;3,70;;;;;;;;;;;;;;;;;
1997;14,871572;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;741,00;36,50;;3,90;;;;;;;;;;;;;;;;;
1998;15,3596;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;730,85;36,00;;4,03;;;;;;;;;;;;;;;;;
1999;15,866871;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;745,06;36,70;;5,05;;;;;;;;;;;;;;;;;
2000;16,395477;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;746,06;746,06;36,85;;5,97;;;;;;;;;;;;;;;;;
2001;16,945753;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;742,02;742,02;36,55;;6,50;;;;;;;;;;;;;;;;;
2002;17,519418;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;905,44;905,44;44,60;;8,90;;;;;;;;;;;;;;;;;
2003;18,121477;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;869,56;869,56;42,83;;8,80;;;;;;;;;;;;;;;;;
2004;18,758138;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1102,68;1106,44;54,58;3,76;9,04;;;;;;;;;;;;;;;;;
2005;19,433604;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1264,82;1269,02;62,43;4,21;9,05;;;;;;;;;;;;;;;;;
2006;20,149905;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1381,60;1401,44;68,68;19,84;9,33;;;;;;;;;;;;;;;;;
2007;20,90536;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1634,29;1655,99;81,18;21,70;9,50;;;;;;;;;;;;;;;;;
2008;21,695636;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1854,68;1876,32;92,29;21,64;9,50;;;;;;;;;;;;;;;;;
2009;22,514275;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1733,99;1753,83;86,04;19,84;9,50;;;;;;;;;;;;;;;;;
2010;23,356247;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1793,08;1812,32;88,93;19,24;9,06;;;;;;;;;;;;;;;;;
2011;24,22066;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1656,44;1670,40;82,03;13,96;9,06;;;;;;;;;;;;;;;;;
2012;25,107925;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1714,21;1734,06;85,30;19,86;9,06;;;;;;;;;;;;;;;;;
2013;26,015786;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1715,55;1737,85;85,21;22,30;9,01;;;;;;;;;;;;;;;;;
2014;26,941773;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1671,67;1701,37;83,28;29,70;8,42;;;;;;;;;;;;;;;;;
2015;27,88438;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1779,52;1795,65;88,16;16,12;9,52;;;;;;;;;;;;;;;;;
2016;28,842482;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1721,62;1744,84;85,77;23,22;9,52;;;;;;;;;;;;;;;;;
2017;29,816769;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1632,36;1671,36;81,60;39,00;8,38;;;;;;;;;;;;;;;;;
2018;30,809787;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1478,94;1519,23;74,09;40,29;8,16;;;;;;;;;;;;;;;;;
2019;31,825299;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1373,00;1419,73;69,07;46,73;7,78;;;;;;;;;;;;;;;;;
2020;32,866268;AGO;24,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1276,99;1323,59;64,52;46,60;7,78;;;;;;;;;;;;;;;;;
1965;22,159644;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;82,18;0,03;0,73;;;;;;;;;;;;;;;;;0,40;4,12;0,15;3,55;;;;;;;0,01;0,29;1,23;455,90;;0,00;0,00;0,00;0,99;455,90;23,40;23,67;;275,67;13,76;;;1,18;53,34;28,23;;402,33;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1966;22,494031;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;84,53;0,03;0,60;;;;;;;;;;;;;;;;;0,43;4,47;0,16;3,84;;;;;;;0,01;0,30;1,24;471,15;;0,00;0,00;0,00;1,02;471,15;24,13;24,41;;292,86;14,64;;;1,22;54,25;29,15;;414,20;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1967;22,828872;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;86,85;0,03;0,67;;;;;;;;;;;;;;;;;0,45;4,67;0,17;4,02;;;;;;;0,01;0,30;1,27;484,09;;0,00;0,00;0,00;1,05;484,09;24,69;25,00;;318,63;15,96;;;1,26;55,00;29,99;;412,30;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1968;23,168268;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;89,32;0,03;0,66;;;;;;;;;;;;;;;;;0,50;5,20;0,19;4,47;;;;;;;0,01;0,36;1,50;493,49;;0,00;0,00;0,00;1,07;493,49;25,21;25,52;;348,16;17,49;;;1,30;56,02;31,00;;423,70;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1969;23,517613;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,00;0,00;92,18;0,03;0,78;;;;;;;;;;;;;;;;;0,50;5,18;0,19;4,45;;;;;;;0,01;0,32;1,34;516,68;;0,00;0,00;0,00;1,11;516,68;26,13;26,48;;361,53;18,11;;;1,34;57,04;32,04;;434,15;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
1970;23,880564;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;85,90;0,04;1,01;;;;;;;;;;;;;;;;;0,57;5,85;0,21;5,03;0,57;5,85;0,21;5,03;;;0,02;0,37;1,56;473,10;;0,00;0,00;0,00;1,00;473,10;23,58;23,94;;399,46;20,00;;;1,27;53,23;30,36;;437,69;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1971;24,259564;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;90,80;0,04;0,88;;;;;;;;;;;;;;;;;0,61;6,32;0,23;5,43;0,61;6,33;0,23;5,44;;;0,02;0,37;1,54;505,33;;0,00;0,00;0,00;1,07;505,33;25,09;25,49;;431,54;21,57;;;1,35;55,56;32,19;;603,92;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1972;24,653172;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,02;0,06;91,59;0,03;0,74;;;;;;;;;;;;;;;;;0,68;7,09;0,26;6,10;0,58;6,01;0,22;5,17;;;0,02;0,36;1,50;501,61;;0,00;0,00;0,00;1,06;501,61;24,96;25,38;;444,12;22,22;;;1,36;55,36;32,60;;602,00;;0,00;0,02;0,06;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00
1973;25,056475;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;94,94;0,03;0,82;;;;;;;;;;;;;;;;;0,78;8,07;0,29;6,94;0,63;6,55;0,24;5,63;;;0,03;0,72;2,99;507,44;;0,00;0,00;0,00;1,07;507,44;25,11;25,56;;433,64;21,60;;;1,43;56,88;34,04;;624,00;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1974;25,462305;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;97,13;0,04;1,02;;;;;;;;;;;;;;;;;0,83;8,54;0,31;7,35;0,68;7,05;0,25;6,06;;;0,05;1,20;5,03;505,93;;0,01;0,25;1,04;1,07;505,93;25,18;25,55;;423,39;21,14;;;1,48;58,16;35,37;;721,00;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1975;25,865775;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;97,92;0,04;0,99;;;;;;;;;;;;;;;;;0,85;8,75;0,32;7,53;0,72;7,48;0,27;6,43;;;0,05;1,24;5,20;481,83;;0,03;0,60;2,52;1,01;481,83;23,80;24,18;;406,09;20,26;;;1,45;55,94;34,56;;684,00;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1976;26,264681;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;103,01;0,04;1,00;;;;;;;;;;;;;;;;;0,95;9,85;0,35;8,47;0,69;7,13;0,26;6,13;;;0,05;1,20;5,01;494,38;;0,03;0,61;2,57;1,04;494,38;24,56;24,95;;408,02;20,41;;;1,52;57,78;36,25;;703,00;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1977;26,661397;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;107,96;0,04;0,95;;;;;;;;;;;;;;;;;1,00;10,29;0,37;8,85;0,71;7,36;0,27;6,33;;;0,06;1,38;5,77;520,37;;0,02;0,39;1,64;1,10;520,37;25,83;26,28;;441,72;22,06;;;1,58;59,44;37,85;;655,00;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1978;27,061041;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,01;0,05;105,47;0,05;1,15;;;;;;;;;;;;;;;;;0,97;10,01;0,36;8,60;0,73;7,60;0,27;6,53;;;0,08;1,85;7,75;509,30;;0,03;0,69;2,90;1,07;509,30;25,07;25,56;;466,20;23,21;;;1,59;58,60;37,88;;684,00;;0,00;0,01;0,05;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00
1979;27,471046;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,02;0,08;113,35;0,05;1,07;;;;;;;;;;;;;;;;;1,00;10,29;0,37;8,85;0,68;7,03;0,25;6,05;;;0,11;2,55;10,66;546,85;;0,03;0,64;2,69;1,15;546,85;27,01;27,50;;487,28;24,28;;;1,70;61,93;40,63;;684,00;;0,00;0,02;0,08;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00
1980;27,896532;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,02;0,09;108,71;0,04;0,96;;;;;;;;;;;;;;;;;1,08;11,21;0,40;9,64;0,79;8,16;0,29;7,02;0,62;;0,15;3,62;15,14;503,70;;0,02;0,56;2,34;1,07;503,70;25,04;25,54;;505,71;25,27;;2,46;1,69;60,53;40,33;;684,00;481,18;0,00;0,02;0,09;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00
1981;28,338514;ARG;32,00;;;;;;;;;0,00;;;;0,00;;;;;;0,00;0,02;0,07;103,12;0,04;0,91;;;;;;;;;;;;;;;;;1,13;11,72;0,42;10,08;0,82;8,50;0,31;7,30;0,63;;0,15;3,51;14,69;475,94;;0,03;0,67;2,82;1,00;475,94;23,44;23,95;;518,93;25,74;;2,17;1,64;57,82;39,13;;684,00;483,42;0,00;0,02;0,07;0,00;0,02;0,00;0,00;0,00;0,00;0,00;0,00
